file_path,speaker,utt,label1
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRPC0/SX133.WAV,MRPC0,SX133,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRPC0/SX43.WAV,MRPC0,SX43,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SX47.WAV,MRMS1,SX47,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SI2117.WAV,MRMS1,SI2117,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SX407.WAV,MRMS1,SX407,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SA2.WAV,MRMS1,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SA1.WAV,MRMS1,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SI1487.WAV,MRMS1,SI1487,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SX137.WAV,MRMS1,SX137,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SX227.WAV,MRMS1,SX227,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SX317.WAV,MRMS1,SX317,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MRMS1/SI857.WAV,MRMS1,SI857,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SX20.WAV,MKJL0,SX20,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SA2.WAV,MKJL0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SX290.WAV,MKJL0,SX290,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SI1730.WAV,MKJL0,SI1730,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SA1.WAV,MKJL0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SX200.WAV,MKJL0,SX200,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SX380.WAV,MKJL0,SX380,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SX110.WAV,MKJL0,SX110,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SI1100.WAV,MKJL0,SI1100,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKJL0/SI470.WAV,MKJL0,SI470,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SX50.WAV,FMML0,SX50,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SA2.WAV,FMML0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SX320.WAV,FMML0,SX320,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SI2300.WAV,FMML0,SI2300,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SX140.WAV,FMML0,SX140,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SA1.WAV,FMML0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SI1670.WAV,FMML0,SI1670,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SX410.WAV,FMML0,SX410,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SX230.WAV,FMML0,SX230,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FMML0/SI1040.WAV,FMML0,SI1040,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SA2.WAV,FSXA0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SI1846.WAV,FSXA0,SI1846,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SA1.WAV,FSXA0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SX208.WAV,FSXA0,SX208,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SI478.WAV,FSXA0,SI478,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SX28.WAV,FSXA0,SX28,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SX388.WAV,FSXA0,SX388,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SX118.WAV,FSXA0,SX118,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SI1108.WAV,FSXA0,SI1108,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FSXA0/SX298.WAV,FSXA0,SX298,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SA2.WAV,MDLF0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SX53.WAV,MDLF0,SX53,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SI1583.WAV,MDLF0,SI1583,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SA1.WAV,MDLF0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SX143.WAV,MDLF0,SX143,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SX233.WAV,MDLF0,SX233,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SX413.WAV,MDLF0,SX413,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SI953.WAV,MDLF0,SI953,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SX323.WAV,MDLF0,SX323,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MDLF0/SI2213.WAV,MDLF0,SI2213,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SA2.WAV,MKDR0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SX373.WAV,MKDR0,SX373,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SX103.WAV,MKDR0,SX103,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SA1.WAV,MKDR0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SX283.WAV,MKDR0,SX283,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SI1903.WAV,MKDR0,SI1903,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SI643.WAV,MKDR0,SI643,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SX13.WAV,MKDR0,SX13,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SX193.WAV,MKDR0,SX193,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MKDR0/SI1273.WAV,MKDR0,SI1273,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SX10.WAV,MGRT0,SX10,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SA2.WAV,MGRT0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SX100.WAV,MGRT0,SX100,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SX280.WAV,MGRT0,SX280,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SX190.WAV,MGRT0,SX190,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SA1.WAV,MGRT0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SI820.WAV,MGRT0,SI820,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SI2080.WAV,MGRT0,SI2080,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SI1450.WAV,MGRT0,SI1450,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MGRT0/SX370.WAV,MGRT0,SX370,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SX47.WAV,FCAU0,SX47,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SX407.WAV,FCAU0,SX407,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SA2.WAV,FCAU0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SA1.WAV,FCAU0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SI1037.WAV,FCAU0,SI1037,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SI2297.WAV,FCAU0,SI2297,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SX137.WAV,FCAU0,SX137,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SX227.WAV,FCAU0,SX227,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SX317.WAV,FCAU0,SX317,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FCAU0/SI1667.WAV,FCAU0,SI1667,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SX299.WAV,FDHC0,SX299,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SA2.WAV,FDHC0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SI929.WAV,FDHC0,SI929,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SI2189.WAV,FDHC0,SI2189,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SA1.WAV,FDHC0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SX29.WAV,FDHC0,SX29,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SX209.WAV,FDHC0,SX209,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SX119.WAV,FDHC0,SX119,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SX389.WAV,FDHC0,SX389,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FDHC0/SI1559.WAV,FDHC0,SI1559,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SA2.WAV,FGWR0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SI2208.WAV,FGWR0,SI2208,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SI948.WAV,FGWR0,SI948,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SA1.WAV,FGWR0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SI1578.WAV,FGWR0,SI1578,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SX408.WAV,FGWR0,SX408,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SX138.WAV,FGWR0,SX138,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SX228.WAV,FGWR0,SX228,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SX318.WAV,FGWR0,SX318,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/FGWR0/SX48.WAV,FGWR0,SX48,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SA2.WAV,MCHH0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SX374.WAV,MCHH0,SX374,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SA1.WAV,MCHH0,SA1,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SI530.WAV,MCHH0,SI530,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SX194.WAV,MCHH0,SX194,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SX104.WAV,MCHH0,SX104,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SX14.WAV,MCHH0,SX14,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SX284.WAV,MCHH0,SX284,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SI1004.WAV,MCHH0,SI1004,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MCHH0/SI1634.WAV,MCHH0,SI1634,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MNLS0/SX403.WAV,MNLS0,SX403,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MNLS0/SA2.WAV,MNLS0,SA2,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MNLS0/SI853.WAV,MNLS0,SI853,bonafide
/nvme1/woongjae/ADD_LAB/Graduate-Project/00_Dataset_gen/Datasets/TIMIT/TEST/DR7/MNLS0/SA1.WAV,MNLS0,SA1,bonafide
