path,Utterence name (file name),TTS or VC,Is multi-speaker?,Language,Noise type 1,Source link,utt,group,Model,Speaker name,Gender,Age,label
Real/LibriSpeech/wav16/7241-90850-0020.wav,7241-90850-0020.wav,-,No,English,-,-,7241-90850-0020,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0035.wav,7241-90852-0035.wav,-,No,English,-,-,7241-90852-0035,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0028.wav,7241-90850-0028.wav,-,No,English,-,-,7241-90850-0028,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0041.wav,7241-90850-0041.wav,-,No,English,-,-,7241-90850-0041,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0036.wav,7241-90850-0036.wav,-,No,English,-,-,7241-90850-0036,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0011.wav,7241-90852-0011.wav,-,No,English,-,-,7241-90852-0011,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0049.wav,7241-90852-0049.wav,-,No,English,-,-,7241-90852-0049,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0034.wav,7241-90852-0034.wav,-,No,English,-,-,7241-90852-0034,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0001.wav,7241-90850-0001.wav,-,No,English,-,-,7241-90850-0001,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0015.wav,7241-90852-0015.wav,-,No,English,-,-,7241-90852-0015,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0041.wav,7241-90852-0041.wav,-,No,English,-,-,7241-90852-0041,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0019.wav,7241-90850-0019.wav,-,No,English,-,-,7241-90850-0019,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0042.wav,7241-90850-0042.wav,-,No,English,-,-,7241-90850-0042,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0042.wav,7241-90852-0042.wav,-,No,English,-,-,7241-90852-0042,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0050.wav,7241-90852-0050.wav,-,No,English,-,-,7241-90852-0050,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0027.wav,7241-90850-0027.wav,-,No,English,-,-,7241-90850-0027,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0023.wav,7241-90850-0023.wav,-,No,English,-,-,7241-90850-0023,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0066.wav,7241-90852-0066.wav,-,No,English,-,-,7241-90852-0066,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0068.wav,7241-90852-0068.wav,-,No,English,-,-,7241-90852-0068,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0019.wav,7241-90852-0019.wav,-,No,English,-,-,7241-90852-0019,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0031.wav,7241-90850-0031.wav,-,No,English,-,-,7241-90850-0031,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0075.wav,7241-90852-0075.wav,-,No,English,-,-,7241-90852-0075,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0020.wav,7241-90852-0020.wav,-,No,English,-,-,7241-90852-0020,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0037.wav,7241-90850-0037.wav,-,No,English,-,-,7241-90850-0037,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0021.wav,7241-90852-0021.wav,-,No,English,-,-,7241-90852-0021,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0073.wav,7241-90852-0073.wav,-,No,English,-,-,7241-90852-0073,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0017.wav,7241-90850-0017.wav,-,No,English,-,-,7241-90850-0017,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0014.wav,7241-90850-0014.wav,-,No,English,-,-,7241-90850-0014,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0010.wav,7241-90850-0010.wav,-,No,English,-,-,7241-90850-0010,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0004.wav,7241-90852-0004.wav,-,No,English,-,-,7241-90852-0004,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0002.wav,7241-90852-0002.wav,-,No,English,-,-,7241-90852-0002,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0005.wav,7241-90852-0005.wav,-,No,English,-,-,7241-90852-0005,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0017.wav,7241-90852-0017.wav,-,No,English,-,-,7241-90852-0017,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0006.wav,7241-90852-0006.wav,-,No,English,-,-,7241-90852-0006,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0043.wav,7241-90850-0043.wav,-,No,English,-,-,7241-90850-0043,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0053.wav,7241-90852-0053.wav,-,No,English,-,-,7241-90852-0053,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0065.wav,7241-90852-0065.wav,-,No,English,-,-,7241-90852-0065,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0018.wav,7241-90852-0018.wav,-,No,English,-,-,7241-90852-0018,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0003.wav,7241-90850-0003.wav,-,No,English,-,-,7241-90850-0003,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0048.wav,7241-90852-0048.wav,-,No,English,-,-,7241-90852-0048,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0000.wav,7241-90852-0000.wav,-,No,English,-,-,7241-90852-0000,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0032.wav,7241-90850-0032.wav,-,No,English,-,-,7241-90850-0032,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0012.wav,7241-90850-0012.wav,-,No,English,-,-,7241-90850-0012,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0030.wav,7241-90850-0030.wav,-,No,English,-,-,7241-90850-0030,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0064.wav,7241-90852-0064.wav,-,No,English,-,-,7241-90852-0064,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0026.wav,7241-90850-0026.wav,-,No,English,-,-,7241-90850-0026,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0033.wav,7241-90850-0033.wav,-,No,English,-,-,7241-90850-0033,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0027.wav,7241-90852-0027.wav,-,No,English,-,-,7241-90852-0027,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0071.wav,7241-90852-0071.wav,-,No,English,-,-,7241-90852-0071,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0040.wav,7241-90852-0040.wav,-,No,English,-,-,7241-90852-0040,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0000.wav,7241-90850-0000.wav,-,No,English,-,-,7241-90850-0000,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0035.wav,7241-90850-0035.wav,-,No,English,-,-,7241-90850-0035,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0036.wav,7241-90852-0036.wav,-,No,English,-,-,7241-90852-0036,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0030.wav,7241-90852-0030.wav,-,No,English,-,-,7241-90852-0030,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0008.wav,7241-90850-0008.wav,-,No,English,-,-,7241-90850-0008,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0003.wav,7241-90852-0003.wav,-,No,English,-,-,7241-90852-0003,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0022.wav,7241-90852-0022.wav,-,No,English,-,-,7241-90852-0022,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0029.wav,7241-90850-0029.wav,-,No,English,-,-,7241-90850-0029,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0074.wav,7241-90852-0074.wav,-,No,English,-,-,7241-90852-0074,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0026.wav,7241-90852-0026.wav,-,No,English,-,-,7241-90852-0026,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0008.wav,7241-90852-0008.wav,-,No,English,-,-,7241-90852-0008,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0004.wav,7241-90850-0004.wav,-,No,English,-,-,7241-90850-0004,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0038.wav,7241-90852-0038.wav,-,No,English,-,-,7241-90852-0038,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0062.wav,7241-90852-0062.wav,-,No,English,-,-,7241-90852-0062,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0016.wav,7241-90850-0016.wav,-,No,English,-,-,7241-90850-0016,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0012.wav,7241-90852-0012.wav,-,No,English,-,-,7241-90852-0012,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0021.wav,7241-90850-0021.wav,-,No,English,-,-,7241-90850-0021,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0022.wav,7241-90850-0022.wav,-,No,English,-,-,7241-90850-0022,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0037.wav,7241-90852-0037.wav,-,No,English,-,-,7241-90852-0037,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0007.wav,7241-90852-0007.wav,-,No,English,-,-,7241-90852-0007,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0047.wav,7241-90852-0047.wav,-,No,English,-,-,7241-90852-0047,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0031.wav,7241-90852-0031.wav,-,No,English,-,-,7241-90852-0031,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0029.wav,7241-90852-0029.wav,-,No,English,-,-,7241-90852-0029,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90850-0040.wav,7241-90850-0040.wav,-,No,English,-,-,7241-90850-0040,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0058.wav,7241-90852-0058.wav,-,No,English,-,-,7241-90852-0058,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0046.wav,7241-90852-0046.wav,-,No,English,-,-,7241-90852-0046,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/7241-90852-0044.wav,7241-90852-0044.wav,-,No,English,-,-,7241-90852-0044,LibriSpeech,-,AdrianBisson,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0025.wav,210-129396-0025.wav,-,No,English,-,-,210-129396-0025,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0044.wav,210-129396-0044.wav,-,No,English,-,-,210-129396-0044,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0022.wav,210-129396-0022.wav,-,No,English,-,-,210-129396-0022,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0115.wav,210-129396-0115.wav,-,No,English,-,-,210-129396-0115,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0167.wav,210-129396-0167.wav,-,No,English,-,-,210-129396-0167,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0180.wav,210-129396-0180.wav,-,No,English,-,-,210-129396-0180,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0053.wav,210-129396-0053.wav,-,No,English,-,-,210-129396-0053,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0175.wav,210-129396-0175.wav,-,No,English,-,-,210-129396-0175,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0135.wav,210-129396-0135.wav,-,No,English,-,-,210-129396-0135,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0168.wav,210-129396-0168.wav,-,No,English,-,-,210-129396-0168,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0139.wav,210-129396-0139.wav,-,No,English,-,-,210-129396-0139,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0099.wav,210-129396-0099.wav,-,No,English,-,-,210-129396-0099,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0124.wav,210-129396-0124.wav,-,No,English,-,-,210-129396-0124,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0062.wav,210-129396-0062.wav,-,No,English,-,-,210-129396-0062,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0161.wav,210-129396-0161.wav,-,No,English,-,-,210-129396-0161,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0061.wav,210-129396-0061.wav,-,No,English,-,-,210-129396-0061,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0153.wav,210-129396-0153.wav,-,No,English,-,-,210-129396-0153,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0074.wav,210-129396-0074.wav,-,No,English,-,-,210-129396-0074,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0003.wav,210-129396-0003.wav,-,No,English,-,-,210-129396-0003,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0014.wav,210-129396-0014.wav,-,No,English,-,-,210-129396-0014,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0111.wav,210-129396-0111.wav,-,No,English,-,-,210-129396-0111,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0105.wav,210-129396-0105.wav,-,No,English,-,-,210-129396-0105,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0045.wav,210-129396-0045.wav,-,No,English,-,-,210-129396-0045,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0009.wav,210-129396-0009.wav,-,No,English,-,-,210-129396-0009,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0081.wav,210-129396-0081.wav,-,No,English,-,-,210-129396-0081,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0016.wav,210-129396-0016.wav,-,No,English,-,-,210-129396-0016,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0118.wav,210-129396-0118.wav,-,No,English,-,-,210-129396-0118,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0047.wav,210-129396-0047.wav,-,No,English,-,-,210-129396-0047,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0110.wav,210-129396-0110.wav,-,No,English,-,-,210-129396-0110,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0125.wav,210-129396-0125.wav,-,No,English,-,-,210-129396-0125,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0046.wav,210-129396-0046.wav,-,No,English,-,-,210-129396-0046,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0096.wav,210-129396-0096.wav,-,No,English,-,-,210-129396-0096,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0060.wav,210-129396-0060.wav,-,No,English,-,-,210-129396-0060,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0080.wav,210-129396-0080.wav,-,No,English,-,-,210-129396-0080,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0015.wav,210-129396-0015.wav,-,No,English,-,-,210-129396-0015,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0026.wav,210-129396-0026.wav,-,No,English,-,-,210-129396-0026,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0031.wav,210-129396-0031.wav,-,No,English,-,-,210-129396-0031,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0176.wav,210-129396-0176.wav,-,No,English,-,-,210-129396-0176,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0052.wav,210-129396-0052.wav,-,No,English,-,-,210-129396-0052,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0072.wav,210-129396-0072.wav,-,No,English,-,-,210-129396-0072,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0083.wav,210-129396-0083.wav,-,No,English,-,-,210-129396-0083,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0140.wav,210-129396-0140.wav,-,No,English,-,-,210-129396-0140,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0091.wav,210-129396-0091.wav,-,No,English,-,-,210-129396-0091,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0149.wav,210-129396-0149.wav,-,No,English,-,-,210-129396-0149,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0158.wav,210-129396-0158.wav,-,No,English,-,-,210-129396-0158,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0173.wav,210-129396-0173.wav,-,No,English,-,-,210-129396-0173,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0142.wav,210-129396-0142.wav,-,No,English,-,-,210-129396-0142,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0008.wav,210-129396-0008.wav,-,No,English,-,-,210-129396-0008,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0043.wav,210-129396-0043.wav,-,No,English,-,-,210-129396-0043,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0032.wav,210-129396-0032.wav,-,No,English,-,-,210-129396-0032,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0018.wav,210-129396-0018.wav,-,No,English,-,-,210-129396-0018,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0094.wav,210-129396-0094.wav,-,No,English,-,-,210-129396-0094,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0055.wav,210-129396-0055.wav,-,No,English,-,-,210-129396-0055,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0163.wav,210-129396-0163.wav,-,No,English,-,-,210-129396-0163,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0166.wav,210-129396-0166.wav,-,No,English,-,-,210-129396-0166,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0041.wav,210-129396-0041.wav,-,No,English,-,-,210-129396-0041,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0002.wav,210-129396-0002.wav,-,No,English,-,-,210-129396-0002,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0068.wav,210-129396-0068.wav,-,No,English,-,-,210-129396-0068,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0020.wav,210-129396-0020.wav,-,No,English,-,-,210-129396-0020,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0040.wav,210-129396-0040.wav,-,No,English,-,-,210-129396-0040,LibriSpeech,-,Aldark,Male,Adult,bonafide
Real/LibriSpeech/wav16/210-129396-0023.wav,210-129396-0023.wav,-,No,English,-,-,210-129396-0023,LibriSpeech,-,Aldark,Male,Adult,bonafide
