File_path,Speaker name,utt,group
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SX299.WAV,MERS0,SX299,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SA2.WAV,MERS0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SI1019.WAV,MERS0,SI1019,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SA1.WAV,MERS0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SX29.WAV,MERS0,SX29,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SI1649.WAV,MERS0,SI1649,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SX209.WAV,MERS0,SX209,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SI497.WAV,MERS0,SI497,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SX119.WAV,MERS0,SX119,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MERS0/SX389.WAV,MERS0,SX389,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SX403.WAV,MRPC0,SX403,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SA2.WAV,MRPC0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SI1753.WAV,MRPC0,SI1753,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SI493.WAV,MRPC0,SI493,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SA1.WAV,MRPC0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SI933.WAV,MRPC0,SI933,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SX313.WAV,MRPC0,SX313,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SX223.WAV,MRPC0,SX223,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SX133.WAV,MRPC0,SX133,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRPC0/SX43.WAV,MRPC0,SX43,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SX47.WAV,MRMS1,SX47,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SI2117.WAV,MRMS1,SI2117,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SX407.WAV,MRMS1,SX407,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SA2.WAV,MRMS1,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SA1.WAV,MRMS1,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SI1487.WAV,MRMS1,SI1487,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SX137.WAV,MRMS1,SX137,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SX227.WAV,MRMS1,SX227,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SX317.WAV,MRMS1,SX317,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRMS1/SI857.WAV,MRMS1,SI857,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SX20.WAV,MKJL0,SX20,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SA2.WAV,MKJL0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SX290.WAV,MKJL0,SX290,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SI1730.WAV,MKJL0,SI1730,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SA1.WAV,MKJL0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SX200.WAV,MKJL0,SX200,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SX380.WAV,MKJL0,SX380,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SX110.WAV,MKJL0,SX110,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SI1100.WAV,MKJL0,SI1100,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKJL0/SI470.WAV,MKJL0,SI470,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SX50.WAV,FMML0,SX50,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SA2.WAV,FMML0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SX320.WAV,FMML0,SX320,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SI2300.WAV,FMML0,SI2300,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SX140.WAV,FMML0,SX140,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SA1.WAV,FMML0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SI1670.WAV,FMML0,SI1670,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SX410.WAV,FMML0,SX410,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SX230.WAV,FMML0,SX230,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FMML0/SI1040.WAV,FMML0,SI1040,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SA2.WAV,FSXA0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SI1846.WAV,FSXA0,SI1846,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SA1.WAV,FSXA0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SX208.WAV,FSXA0,SX208,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SI478.WAV,FSXA0,SI478,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SX28.WAV,FSXA0,SX28,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SX388.WAV,FSXA0,SX388,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SX118.WAV,FSXA0,SX118,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SI1108.WAV,FSXA0,SI1108,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FSXA0/SX298.WAV,FSXA0,SX298,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SA2.WAV,MDLF0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SX53.WAV,MDLF0,SX53,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SI1583.WAV,MDLF0,SI1583,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SA1.WAV,MDLF0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SX143.WAV,MDLF0,SX143,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SX233.WAV,MDLF0,SX233,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SX413.WAV,MDLF0,SX413,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SI953.WAV,MDLF0,SI953,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SX323.WAV,MDLF0,SX323,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDLF0/SI2213.WAV,MDLF0,SI2213,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SA2.WAV,MKDR0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SX373.WAV,MKDR0,SX373,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SX103.WAV,MKDR0,SX103,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SA1.WAV,MKDR0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SX283.WAV,MKDR0,SX283,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SI1903.WAV,MKDR0,SI1903,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SI643.WAV,MKDR0,SI643,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SX13.WAV,MKDR0,SX13,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SX193.WAV,MKDR0,SX193,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MKDR0/SI1273.WAV,MKDR0,SI1273,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SX10.WAV,MGRT0,SX10,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SA2.WAV,MGRT0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SX100.WAV,MGRT0,SX100,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SX280.WAV,MGRT0,SX280,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SX190.WAV,MGRT0,SX190,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SA1.WAV,MGRT0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SI820.WAV,MGRT0,SI820,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SI2080.WAV,MGRT0,SI2080,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SI1450.WAV,MGRT0,SI1450,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MGRT0/SX370.WAV,MGRT0,SX370,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SX47.WAV,FCAU0,SX47,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SX407.WAV,FCAU0,SX407,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SA2.WAV,FCAU0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SA1.WAV,FCAU0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SI1037.WAV,FCAU0,SI1037,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SI2297.WAV,FCAU0,SI2297,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SX137.WAV,FCAU0,SX137,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SX227.WAV,FCAU0,SX227,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SX317.WAV,FCAU0,SX317,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FCAU0/SI1667.WAV,FCAU0,SI1667,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SX299.WAV,FDHC0,SX299,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SA2.WAV,FDHC0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SI929.WAV,FDHC0,SI929,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SI2189.WAV,FDHC0,SI2189,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SA1.WAV,FDHC0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SX29.WAV,FDHC0,SX29,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SX209.WAV,FDHC0,SX209,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SX119.WAV,FDHC0,SX119,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SX389.WAV,FDHC0,SX389,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FDHC0/SI1559.WAV,FDHC0,SI1559,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SA2.WAV,FGWR0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SI2208.WAV,FGWR0,SI2208,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SI948.WAV,FGWR0,SI948,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SA1.WAV,FGWR0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SI1578.WAV,FGWR0,SI1578,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SX408.WAV,FGWR0,SX408,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SX138.WAV,FGWR0,SX138,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SX228.WAV,FGWR0,SX228,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SX318.WAV,FGWR0,SX318,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FGWR0/SX48.WAV,FGWR0,SX48,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SA2.WAV,MCHH0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SX374.WAV,MCHH0,SX374,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SA1.WAV,MCHH0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SI530.WAV,MCHH0,SI530,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SX194.WAV,MCHH0,SX194,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SX104.WAV,MCHH0,SX104,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SX14.WAV,MCHH0,SX14,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SX284.WAV,MCHH0,SX284,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SI1004.WAV,MCHH0,SI1004,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MCHH0/SI1634.WAV,MCHH0,SI1634,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SX403.WAV,MNLS0,SX403,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SA2.WAV,MNLS0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SI853.WAV,MNLS0,SI853,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SA1.WAV,MNLS0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SX313.WAV,MNLS0,SX313,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SX223.WAV,MNLS0,SX223,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SX133.WAV,MNLS0,SX133,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SX43.WAV,MNLS0,SX43,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SI1483.WAV,MNLS0,SI1483,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNLS0/SI1610.WAV,MNLS0,SI1610,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SX49.WAV,FISB0,SX49,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SA2.WAV,FISB0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SI1579.WAV,FISB0,SI1579,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SX409.WAV,FISB0,SX409,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SX319.WAV,FISB0,SX319,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SA1.WAV,FISB0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SI2209.WAV,FISB0,SI2209,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SX229.WAV,FISB0,SX229,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SI949.WAV,FISB0,SI949,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FISB0/SX139.WAV,FISB0,SX139,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SX50.WAV,MNJM0,SX50,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SA2.WAV,MNJM0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SX320.WAV,MNJM0,SX320,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SX140.WAV,MNJM0,SX140,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SA1.WAV,MNJM0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SI950.WAV,MNJM0,SI950,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SI2210.WAV,MNJM0,SI2210,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SX410.WAV,MNJM0,SX410,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SX230.WAV,MNJM0,SX230,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MNJM0/SI1580.WAV,MNJM0,SI1580,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SI2196.WAV,MDVC0,SI2196,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SA2.WAV,MDVC0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SI936.WAV,MDVC0,SI936,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SA1.WAV,MDVC0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SX216.WAV,MDVC0,SX216,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SI2174.WAV,MDVC0,SI2174,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SX396.WAV,MDVC0,SX396,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SX126.WAV,MDVC0,SX126,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SX306.WAV,MDVC0,SX306,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MDVC0/SX36.WAV,MDVC0,SX36,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SX49.WAV,MRJM4,SX49,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SA2.WAV,MRJM4,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SX409.WAV,MRJM4,SX409,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SI1489.WAV,MRJM4,SI1489,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SI859.WAV,MRJM4,SI859,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SX319.WAV,MRJM4,SX319,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SI2119.WAV,MRJM4,SI2119,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SA1.WAV,MRJM4,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SX229.WAV,MRJM4,SX229,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MRJM4/SX139.WAV,MRJM4,SX139,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SX289.WAV,FTLH0,SX289,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SI1639.WAV,FTLH0,SI1639,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SX199.WAV,FTLH0,SX199,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SX19.WAV,FTLH0,SX19,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SA2.WAV,FTLH0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SI1390.WAV,FTLH0,SI1390,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SX109.WAV,FTLH0,SX109,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SA1.WAV,FTLH0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SX379.WAV,FTLH0,SX379,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/FTLH0/SI1009.WAV,FTLH0,SI1009,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SX20.WAV,MTWH0,SX20,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SA2.WAV,MTWH0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SX290.WAV,MTWH0,SX290,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SI1820.WAV,MTWH0,SI1820,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SI1190.WAV,MTWH0,SI1190,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SA1.WAV,MTWH0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SX200.WAV,MTWH0,SX200,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SI1629.WAV,MTWH0,SI1629,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SX380.WAV,MTWH0,SX380,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR7/MTWH0/SX110.WAV,MTWH0,SX110,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR8/MJTH0/SA2.WAV,MJTH0,SA2,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR8/MJTH0/SI1926.WAV,MJTH0,SI1926,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR8/MJTH0/SA1.WAV,MJTH0,SA1,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR8/MJTH0/SX216.WAV,MJTH0,SX216,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR8/MJTH0/SI1296.WAV,MJTH0,SI1296,TIMIT
/nvme3/Datasets/WJ/TIMIT/TEST/DR8/MJTH0/SX396.WAV,MJTH0,SX396,TIMIT
