path,Speaker name,Utterence name (file name),TTS or VC,Is multi-speaker?,Language,Noise type 1,Source link,utt,label,group,model,Gender,Age
./wav/p244_271.wav,p244,p244_271.wav,-,No,English,-,-,p244_271,bonafide,VCTK,-,Female,Adult
./wav/p284_383.wav,p284,p284_383.wav,-,No,English,-,-,p284_383,bonafide,VCTK,-,Male,Adult
./wav/p307_198.wav,p307,p307_198.wav,-,No,English,-,-,p307_198,bonafide,VCTK,-,Female,Adult
./wav/p326_201.wav,p326,p326_201.wav,-,No,English,-,-,p326_201,bonafide,VCTK,-,Male,Adult
./wav/p274_317.wav,p274,p274_317.wav,-,No,English,-,-,p274_317,bonafide,VCTK,-,Male,Adult
./wav/p261_437.wav,p261,p261_437.wav,-,No,English,-,-,p261_437,bonafide,VCTK,-,Female,Adult
./wav/p343_398.wav,p343,p343_398.wav,-,No,English,-,-,p343_398,bonafide,VCTK,-,Female,Adult
./wav/p336_227.wav,p336,p336_227.wav,-,No,English,-,-,p336_227,bonafide,VCTK,-,Female,Adult
./wav/p256_258.wav,p256,p256_258.wav,-,No,English,-,-,p256_258,bonafide,VCTK,-,Male,Adult
./wav/p302_098.wav,p302,p302_098.wav,-,No,English,-,-,p302_098,bonafide,VCTK,-,Male,Adult
./wav/p298_171.wav,p298,p298_171.wav,-,No,English,-,-,p298_171,bonafide,VCTK,-,Male,Adult
./wav/p330_061.wav,p330,p330_061.wav,-,No,English,-,-,p330_061,bonafide,VCTK,-,Female,Adult
./wav/p250_178.wav,p250,p250_178.wav,-,No,English,-,-,p250_178,bonafide,VCTK,-,Female,Adult
./wav/p274_194.wav,p274,p274_194.wav,-,No,English,-,-,p274_194,bonafide,VCTK,-,Male,Adult
./wav/p316_226.wav,p316,p316_226.wav,-,No,English,-,-,p316_226,bonafide,VCTK,-,Male,Adult
./wav/p280_158.wav,p280,p280_158.wav,-,No,English,-,-,p280_158,bonafide,VCTK,-,Female,Adult
./wav/p247_192.wav,p247,p247_192.wav,-,No,English,-,-,p247_192,bonafide,VCTK,-,Male,Adult
./wav/p236_224.wav,p236,p236_224.wav,-,No,English,-,-,p236_224,bonafide,VCTK,-,Female,Adult
./wav/p374_422.wav,p374,p374_422.wav,-,No,English,-,-,p374_422,bonafide,VCTK,-,Male,Adult
./wav/p307_137.wav,p307,p307_137.wav,-,No,English,-,-,p307_137,bonafide,VCTK,-,Female,Adult
./wav/p256_068.wav,p256,p256_068.wav,-,No,English,-,-,p256_068,bonafide,VCTK,-,Male,Adult
./wav/p250_490.wav,p250,p250_490.wav,-,No,English,-,-,p250_490,bonafide,VCTK,-,Female,Adult
./wav/p241_122.wav,p241,p241_122.wav,-,No,English,-,-,p241_122,bonafide,VCTK,-,Male,Adult
./wav/p239_332.wav,p239,p239_332.wav,-,No,English,-,-,p239_332,bonafide,VCTK,-,Female,Adult
./wav/p278_194.wav,p278,p278_194.wav,-,No,English,-,-,p278_194,bonafide,VCTK,-,Male,Adult
./wav/p351_233.wav,p351,p351_233.wav,-,No,English,-,-,p351_233,bonafide,VCTK,-,Female,Adult
./wav/p311_272.wav,p311,p311_272.wav,-,No,English,-,-,p311_272,bonafide,VCTK,-,Male,Adult
./wav/p238_422.wav,p238,p238_422.wav,-,No,English,-,-,p238_422,bonafide,VCTK,-,Female,Adult
./wav/p362_153.wav,p362,p362_153.wav,-,No,English,-,-,p362_153,bonafide,VCTK,-,Female,Adult
./wav/p267_030.wav,p267,p267_030.wav,-,No,English,-,-,p267_030,bonafide,VCTK,-,Female,Adult
./wav/p271_411.wav,p271,p271_411.wav,-,No,English,-,-,p271_411,bonafide,VCTK,-,Male,Adult
./wav/p245_098.wav,p245,p245_098.wav,-,No,English,-,-,p245_098,bonafide,VCTK,-,Male,Adult
./wav/p286_463.wav,p286,p286_463.wav,-,No,English,-,-,p286_463,bonafide,VCTK,-,Male,Adult
./wav/p238_117.wav,p238,p238_117.wav,-,No,English,-,-,p238_117,bonafide,VCTK,-,Female,Adult
./wav/p343_266.wav,p343,p343_266.wav,-,No,English,-,-,p343_266,bonafide,VCTK,-,Female,Adult
./wav/p287_067.wav,p287,p287_067.wav,-,No,English,-,-,p287_067,bonafide,VCTK,-,Male,Adult
./wav/p362_278.wav,p362,p362_278.wav,-,No,English,-,-,p362_278,bonafide,VCTK,-,Female,Adult
./wav/p288_110.wav,p288,p288_110.wav,-,No,English,-,-,p288_110,bonafide,VCTK,-,Female,Adult
./wav/p310_194.wav,p310,p310_194.wav,-,No,English,-,-,p310_194,bonafide,VCTK,-,Female,Adult
./wav/p351_416.wav,p351,p351_416.wav,-,No,English,-,-,p351_416,bonafide,VCTK,-,Female,Adult
./wav/p286_087.wav,p286,p286_087.wav,-,No,English,-,-,p286_087,bonafide,VCTK,-,Male,Adult
./wav/p243_230.wav,p243,p243_230.wav,-,No,English,-,-,p243_230,bonafide,VCTK,-,Male,Adult
./wav/p301_135.wav,p301,p301_135.wav,-,No,English,-,-,p301_135,bonafide,VCTK,-,Female,Adult
./wav/p234_199.wav,p234,p234_199.wav,-,No,English,-,-,p234_199,bonafide,VCTK,-,Female,Adult
./wav/p340_291.wav,p340,p340_291.wav,-,No,English,-,-,p340_291,bonafide,VCTK,-,Female,Adult
./wav/p258_099.wav,p258,p258_099.wav,-,No,English,-,-,p258_099,bonafide,VCTK,-,Male,Adult
./wav/p351_351.wav,p351,p351_351.wav,-,No,English,-,-,p351_351,bonafide,VCTK,-,Female,Adult
./wav/p340_007.wav,p340,p340_007.wav,-,No,English,-,-,p340_007,bonafide,VCTK,-,Female,Adult
./wav/p276_307.wav,p276,p276_307.wav,-,No,English,-,-,p276_307,bonafide,VCTK,-,Female,Adult
./wav/p226_252.wav,p226,p226_252.wav,-,No,English,-,-,p226_252,bonafide,VCTK,-,Male,Adult
./wav/p248_329.wav,p248,p248_329.wav,-,No,English,-,-,p248_329,bonafide,VCTK,-,Female,Adult
./wav/p228_197.wav,p228,p228_197.wav,-,No,English,-,-,p228_197,bonafide,VCTK,-,Female,Adult
./wav/p339_369.wav,p339,p339_369.wav,-,No,English,-,-,p339_369,bonafide,VCTK,-,Female,Adult
./wav/p241_228.wav,p241,p241_228.wav,-,No,English,-,-,p241_228,bonafide,VCTK,-,Male,Adult
./wav/p287_091.wav,p287,p287_091.wav,-,No,English,-,-,p287_091,bonafide,VCTK,-,Male,Adult
./wav/p261_217.wav,p261,p261_217.wav,-,No,English,-,-,p261_217,bonafide,VCTK,-,Female,Adult
./wav/p260_347.wav,p260,p260_347.wav,-,No,English,-,-,p260_347,bonafide,VCTK,-,Male,Adult
./wav/p351_403.wav,p351,p351_403.wav,-,No,English,-,-,p351_403,bonafide,VCTK,-,Female,Adult
./wav/p311_083.wav,p311,p311_083.wav,-,No,English,-,-,p311_083,bonafide,VCTK,-,Male,Adult
./wav/p280_242.wav,p280,p280_242.wav,-,No,English,-,-,p280_242,bonafide,VCTK,-,Female,Adult
./wav/p253_103.wav,p253,p253_103.wav,-,No,English,-,-,p253_103,bonafide,VCTK,-,Female,Adult
./wav/p298_355.wav,p298,p298_355.wav,-,No,English,-,-,p298_355,bonafide,VCTK,-,Male,Adult
./wav/p312_168.wav,p312,p312_168.wav,-,No,English,-,-,p312_168,bonafide,VCTK,-,Female,Adult
./wav/p323_312.wav,p323,p323_312.wav,-,No,English,-,-,p323_312,bonafide,VCTK,-,Female,Adult
./wav/p318_380.wav,p318,p318_380.wav,-,No,English,-,-,p318_380,bonafide,VCTK,-,Female,Adult
./wav/p270_413.wav,p270,p270_413.wav,-,No,English,-,-,p270_413,bonafide,VCTK,-,Male,Adult
./wav/p299_002.wav,p299,p299_002.wav,-,No,English,-,-,p299_002,bonafide,VCTK,-,Female,Adult
./wav/p279_285.wav,p279,p279_285.wav,-,No,English,-,-,p279_285,bonafide,VCTK,-,Male,Adult
./wav/p258_406.wav,p258,p258_406.wav,-,No,English,-,-,p258_406,bonafide,VCTK,-,Male,Adult
./wav/p232_408.wav,p232,p232_408.wav,-,No,English,-,-,p232_408,bonafide,VCTK,-,Male,Adult
./wav/p262_076.wav,p262,p262_076.wav,-,No,English,-,-,p262_076,bonafide,VCTK,-,Female,Adult
./wav/p330_361.wav,p330,p330_361.wav,-,No,English,-,-,p330_361,bonafide,VCTK,-,Female,Adult
./wav/p271_057.wav,p271,p271_057.wav,-,No,English,-,-,p271_057,bonafide,VCTK,-,Male,Adult
./wav/p316_283.wav,p316,p316_283.wav,-,No,English,-,-,p316_283,bonafide,VCTK,-,Male,Adult
./wav/p282_164.wav,p282,p282_164.wav,-,No,English,-,-,p282_164,bonafide,VCTK,-,Female,Adult
./wav/p241_369.wav,p241,p241_369.wav,-,No,English,-,-,p241_369,bonafide,VCTK,-,Male,Adult
./wav/p295_217.wav,p295,p295_217.wav,-,No,English,-,-,p295_217,bonafide,VCTK,-,Female,Adult
./wav/p282_169.wav,p282,p282_169.wav,-,No,English,-,-,p282_169,bonafide,VCTK,-,Female,Adult
./wav/p306_275.wav,p306,p306_275.wav,-,No,English,-,-,p306_275,bonafide,VCTK,-,Female,Adult
./wav/p267_306.wav,p267,p267_306.wav,-,No,English,-,-,p267_306,bonafide,VCTK,-,Female,Adult
./wav/p241_153.wav,p241,p241_153.wav,-,No,English,-,-,p241_153,bonafide,VCTK,-,Male,Adult
./wav/p314_045.wav,p314,p314_045.wav,-,No,English,-,-,p314_045,bonafide,VCTK,-,Female,Adult
./wav/p329_080.wav,p329,p329_080.wav,-,No,English,-,-,p329_080,bonafide,VCTK,-,Female,Adult
./wav/p297_317.wav,p297,p297_317.wav,-,No,English,-,-,p297_317,bonafide,VCTK,-,Female,Adult
./wav/p347_007.wav,p347,p347_007.wav,-,No,English,-,-,p347_007,bonafide,VCTK,-,Male,Adult
./wav/p302_040.wav,p302,p302_040.wav,-,No,English,-,-,p302_040,bonafide,VCTK,-,Male,Adult
./wav/p228_308.wav,p228,p228_308.wav,-,No,English,-,-,p228_308,bonafide,VCTK,-,Female,Adult
./wav/p339_313.wav,p339,p339_313.wav,-,No,English,-,-,p339_313,bonafide,VCTK,-,Female,Adult
./wav/p275_181.wav,p275,p275_181.wav,-,No,English,-,-,p275_181,bonafide,VCTK,-,Male,Adult
./wav/p287_386.wav,p287,p287_386.wav,-,No,English,-,-,p287_386,bonafide,VCTK,-,Male,Adult
./wav/p244_300.wav,p244,p244_300.wav,-,No,English,-,-,p244_300,bonafide,VCTK,-,Female,Adult
./wav/p249_018.wav,p249,p249_018.wav,-,No,English,-,-,p249_018,bonafide,VCTK,-,Female,Adult
./wav/p297_376.wav,p297,p297_376.wav,-,No,English,-,-,p297_376,bonafide,VCTK,-,Female,Adult
./wav/p238_247.wav,p238,p238_247.wav,-,No,English,-,-,p238_247,bonafide,VCTK,-,Female,Adult
./wav/p252_357.wav,p252,p252_357.wav,-,No,English,-,-,p252_357,bonafide,VCTK,-,Male,Adult
./wav/p266_359.wav,p266,p266_359.wav,-,No,English,-,-,p266_359,bonafide,VCTK,-,Female,Adult
./wav/p295_177.wav,p295,p295_177.wav,-,No,English,-,-,p295_177,bonafide,VCTK,-,Female,Adult
./wav/p252_231.wav,p252,p252_231.wav,-,No,English,-,-,p252_231,bonafide,VCTK,-,Male,Adult
./wav/p323_122.wav,p323,p323_122.wav,-,No,English,-,-,p323_122,bonafide,VCTK,-,Female,Adult
./wav/p336_014.wav,p336,p336_014.wav,-,No,English,-,-,p336_014,bonafide,VCTK,-,Female,Adult
./wav/p304_312.wav,p304,p304_312.wav,-,No,English,-,-,p304_312,bonafide,VCTK,-,Male,Adult
./wav/p256_100.wav,p256,p256_100.wav,-,No,English,-,-,p256_100,bonafide,VCTK,-,Male,Adult
./wav/p231_382.wav,p231,p231_382.wav,-,No,English,-,-,p231_382,bonafide,VCTK,-,Female,Adult
./wav/p268_229.wav,p268,p268_229.wav,-,No,English,-,-,p268_229,bonafide,VCTK,-,Female,Adult
./wav/p230_415.wav,p230,p230_415.wav,-,No,English,-,-,p230_415,bonafide,VCTK,-,Female,Adult
./wav/p300_208.wav,p300,p300_208.wav,-,No,English,-,-,p300_208,bonafide,VCTK,-,Female,Adult
./wav/p318_017.wav,p318,p318_017.wav,-,No,English,-,-,p318_017,bonafide,VCTK,-,Female,Adult
./wav/p295_328.wav,p295,p295_328.wav,-,No,English,-,-,p295_328,bonafide,VCTK,-,Female,Adult
./wav/p295_131.wav,p295,p295_131.wav,-,No,English,-,-,p295_131,bonafide,VCTK,-,Female,Adult
./wav/p253_373.wav,p253,p253_373.wav,-,No,English,-,-,p253_373,bonafide,VCTK,-,Female,Adult
./wav/p280_405.wav,p280,p280_405.wav,-,No,English,-,-,p280_405,bonafide,VCTK,-,Female,Adult
./wav/p228_312.wav,p228,p228_312.wav,-,No,English,-,-,p228_312,bonafide,VCTK,-,Female,Adult
./wav/p253_004.wav,p253,p253_004.wav,-,No,English,-,-,p253_004,bonafide,VCTK,-,Female,Adult
./wav/p311_270.wav,p311,p311_270.wav,-,No,English,-,-,p311_270,bonafide,VCTK,-,Male,Adult
./wav/p252_298.wav,p252,p252_298.wav,-,No,English,-,-,p252_298,bonafide,VCTK,-,Male,Adult
./wav/p300_013.wav,p300,p300_013.wav,-,No,English,-,-,p300_013,bonafide,VCTK,-,Female,Adult
./wav/p251_140.wav,p251,p251_140.wav,-,No,English,-,-,p251_140,bonafide,VCTK,-,Male,Adult
./wav/p317_130.wav,p317,p317_130.wav,-,No,English,-,-,p317_130,bonafide,VCTK,-,Female,Adult
./wav/p286_237.wav,p286,p286_237.wav,-,No,English,-,-,p286_237,bonafide,VCTK,-,Male,Adult
./wav/p345_222.wav,p345,p345_222.wav,-,No,English,-,-,p345_222,bonafide,VCTK,-,Male,Adult
./wav/p238_006.wav,p238,p238_006.wav,-,No,English,-,-,p238_006,bonafide,VCTK,-,Female,Adult
./wav/p345_343.wav,p345,p345_343.wav,-,No,English,-,-,p345_343,bonafide,VCTK,-,Male,Adult
./wav/p275_342.wav,p275,p275_342.wav,-,No,English,-,-,p275_342,bonafide,VCTK,-,Male,Adult
./wav/p274_026.wav,p274,p274_026.wav,-,No,English,-,-,p274_026,bonafide,VCTK,-,Male,Adult
./wav/p317_412.wav,p317,p317_412.wav,-,No,English,-,-,p317_412,bonafide,VCTK,-,Female,Adult
./wav/p281_259.wav,p281,p281_259.wav,-,No,English,-,-,p281_259,bonafide,VCTK,-,Male,Adult
./wav/p361_348.wav,p361,p361_348.wav,-,No,English,-,-,p361_348,bonafide,VCTK,-,Female,Adult
./wav/p286_290.wav,p286,p286_290.wav,-,No,English,-,-,p286_290,bonafide,VCTK,-,Male,Adult
./wav/p303_038.wav,p303,p303_038.wav,-,No,English,-,-,p303_038,bonafide,VCTK,-,Female,Adult
./wav/p347_116.wav,p347,p347_116.wav,-,No,English,-,-,p347_116,bonafide,VCTK,-,Male,Adult
./wav/p253_275.wav,p253,p253_275.wav,-,No,English,-,-,p253_275,bonafide,VCTK,-,Female,Adult
./wav/p268_248.wav,p268,p268_248.wav,-,No,English,-,-,p268_248,bonafide,VCTK,-,Female,Adult
./wav/p336_222.wav,p336,p336_222.wav,-,No,English,-,-,p336_222,bonafide,VCTK,-,Female,Adult
./wav/p335_022.wav,p335,p335_022.wav,-,No,English,-,-,p335_022,bonafide,VCTK,-,Female,Adult
./wav/p237_110.wav,p237,p237_110.wav,-,No,English,-,-,p237_110,bonafide,VCTK,-,Male,Adult
./wav/p236_377.wav,p236,p236_377.wav,-,No,English,-,-,p236_377,bonafide,VCTK,-,Female,Adult
./wav/p241_089.wav,p241,p241_089.wav,-,No,English,-,-,p241_089,bonafide,VCTK,-,Male,Adult
./wav/p243_031.wav,p243,p243_031.wav,-,No,English,-,-,p243_031,bonafide,VCTK,-,Male,Adult
./wav/p231_197.wav,p231,p231_197.wav,-,No,English,-,-,p231_197,bonafide,VCTK,-,Female,Adult
./wav/p244_183.wav,p244,p244_183.wav,-,No,English,-,-,p244_183,bonafide,VCTK,-,Female,Adult
./wav/p343_386.wav,p343,p343_386.wav,-,No,English,-,-,p343_386,bonafide,VCTK,-,Female,Adult
./wav/p308_081.wav,p308,p308_081.wav,-,No,English,-,-,p308_081,bonafide,VCTK,-,Female,Adult
./wav/p255_167.wav,p255,p255_167.wav,-,No,English,-,-,p255_167,bonafide,VCTK,-,Male,Adult
./wav/p283_157.wav,p283,p283_157.wav,-,No,English,-,-,p283_157,bonafide,VCTK,-,Female,Adult
./wav/p285_359.wav,p285,p285_359.wav,-,No,English,-,-,p285_359,bonafide,VCTK,-,Male,Adult
./wav/p258_336.wav,p258,p258_336.wav,-,No,English,-,-,p258_336,bonafide,VCTK,-,Male,Adult
./wav/p270_010.wav,p270,p270_010.wav,-,No,English,-,-,p270_010,bonafide,VCTK,-,Male,Adult
./wav/p280_134.wav,p280,p280_134.wav,-,No,English,-,-,p280_134,bonafide,VCTK,-,Female,Adult
./wav/p323_002.wav,p323,p323_002.wav,-,No,English,-,-,p323_002,bonafide,VCTK,-,Female,Adult
./wav/p283_449.wav,p283,p283_449.wav,-,No,English,-,-,p283_449,bonafide,VCTK,-,Female,Adult
./wav/p252_360.wav,p252,p252_360.wav,-,No,English,-,-,p252_360,bonafide,VCTK,-,Male,Adult
./wav/p248_091.wav,p248,p248_091.wav,-,No,English,-,-,p248_091,bonafide,VCTK,-,Female,Adult
./wav/p294_145.wav,p294,p294_145.wav,-,No,English,-,-,p294_145,bonafide,VCTK,-,Female,Adult
./wav/p347_109.wav,p347,p347_109.wav,-,No,English,-,-,p347_109,bonafide,VCTK,-,Male,Adult
./wav/p272_186.wav,p272,p272_186.wav,-,No,English,-,-,p272_186,bonafide,VCTK,-,Male,Adult
./wav/p312_106.wav,p312,p312_106.wav,-,No,English,-,-,p312_106,bonafide,VCTK,-,Female,Adult
./wav/p318_317.wav,p318,p318_317.wav,-,No,English,-,-,p318_317,bonafide,VCTK,-,Female,Adult
./wav/p245_149.wav,p245,p245_149.wav,-,No,English,-,-,p245_149,bonafide,VCTK,-,Male,Adult
./wav/p270_156.wav,p270,p270_156.wav,-,No,English,-,-,p270_156,bonafide,VCTK,-,Male,Adult
./wav/p268_332.wav,p268,p268_332.wav,-,No,English,-,-,p268_332,bonafide,VCTK,-,Female,Adult
./wav/p374_149.wav,p374,p374_149.wav,-,No,English,-,-,p374_149,bonafide,VCTK,-,Male,Adult
./wav/p250_116.wav,p250,p250_116.wav,-,No,English,-,-,p250_116,bonafide,VCTK,-,Female,Adult
./wav/p283_005.wav,p283,p283_005.wav,-,No,English,-,-,p283_005,bonafide,VCTK,-,Female,Adult
./wav/p283_183.wav,p283,p283_183.wav,-,No,English,-,-,p283_183,bonafide,VCTK,-,Female,Adult
./wav/p329_298.wav,p329,p329_298.wav,-,No,English,-,-,p329_298,bonafide,VCTK,-,Female,Adult
./wav/p341_328.wav,p341,p341_328.wav,-,No,English,-,-,p341_328,bonafide,VCTK,-,Female,Adult
./wav/p343_086.wav,p343,p343_086.wav,-,No,English,-,-,p343_086,bonafide,VCTK,-,Female,Adult
./wav/p269_398.wav,p269,p269_398.wav,-,No,English,-,-,p269_398,bonafide,VCTK,-,Female,Adult
./wav/p340_311.wav,p340,p340_311.wav,-,No,English,-,-,p340_311,bonafide,VCTK,-,Female,Adult
./wav/p314_408.wav,p314,p314_408.wav,-,No,English,-,-,p314_408,bonafide,VCTK,-,Female,Adult
./wav/p260_105.wav,p260,p260_105.wav,-,No,English,-,-,p260_105,bonafide,VCTK,-,Male,Adult
./wav/p318_092.wav,p318,p318_092.wav,-,No,English,-,-,p318_092,bonafide,VCTK,-,Female,Adult
./wav/p251_008.wav,p251,p251_008.wav,-,No,English,-,-,p251_008,bonafide,VCTK,-,Male,Adult
./wav/p272_357.wav,p272,p272_357.wav,-,No,English,-,-,p272_357,bonafide,VCTK,-,Male,Adult
./wav/p298_109.wav,p298,p298_109.wav,-,No,English,-,-,p298_109,bonafide,VCTK,-,Male,Adult
./wav/p333_410.wav,p333,p333_410.wav,-,No,English,-,-,p333_410,bonafide,VCTK,-,Female,Adult
./wav/p281_176.wav,p281,p281_176.wav,-,No,English,-,-,p281_176,bonafide,VCTK,-,Male,Adult
./wav/p240_058.wav,p240,p240_058.wav,-,No,English,-,-,p240_058,bonafide,VCTK,-,Female,Adult
./wav/p236_163.wav,p236,p236_163.wav,-,No,English,-,-,p236_163,bonafide,VCTK,-,Female,Adult
./wav/p374_202.wav,p374,p374_202.wav,-,No,English,-,-,p374_202,bonafide,VCTK,-,Male,Adult
./wav/p259_129.wav,p259,p259_129.wav,-,No,English,-,-,p259_129,bonafide,VCTK,-,Male,Adult
./wav/p254_363.wav,p254,p254_363.wav,-,No,English,-,-,p254_363,bonafide,VCTK,-,Male,Adult
./wav/p236_398.wav,p236,p236_398.wav,-,No,English,-,-,p236_398,bonafide,VCTK,-,Female,Adult
./wav/p363_056.wav,p363,p363_056.wav,-,No,English,-,-,p363_056,bonafide,VCTK,-,Male,Adult
./wav/p307_202.wav,p307,p307_202.wav,-,No,English,-,-,p307_202,bonafide,VCTK,-,Female,Adult
./wav/p306_179.wav,p306,p306_179.wav,-,No,English,-,-,p306_179,bonafide,VCTK,-,Female,Adult
./wav/p278_017.wav,p278,p278_017.wav,-,No,English,-,-,p278_017,bonafide,VCTK,-,Male,Adult
./wav/p239_117.wav,p239,p239_117.wav,-,No,English,-,-,p239_117,bonafide,VCTK,-,Female,Adult
./wav/p304_323.wav,p304,p304_323.wav,-,No,English,-,-,p304_323,bonafide,VCTK,-,Male,Adult
./wav/p335_249.wav,p335,p335_249.wav,-,No,English,-,-,p335_249,bonafide,VCTK,-,Female,Adult
